Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-BT-A20R-01A-12D-A16O-08	138	84	0	37	29
TCGA-BT-A20T-01A-11D-A14W-08	132	120	29	18	11
TCGA-BT-A20U-01A-11D-A14W-08	56	24	3	13	7
TCGA-BT-A20V-01A-11D-A14W-08	21	14	13	48	15
TCGA-BT-A20W-01A-21D-A14W-08	22	4	16	27	8
TCGA-BT-A20X-01A-11D-A16O-08	12	0	46	9	11
TCGA-BT-A2LA-01A-11D-A18F-08	41	38	0	116	0
TCGA-BT-A2LB-01A-11D-A18F-08	54	338	280	38	27
TCGA-BT-A2LD-01A-12D-A20D-08	8	18	16	65	7
TCGA-BT-A3PH-01A-11D-A21Z-08	387	99	12	35	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	157	235	158	25	24
TCGA-BT-A3PK-01A-21D-A21Z-08	88	42	244	31	0
TCGA-BT-A42B-01A-32D-A23M-08	4	11	1	60	0
TCGA-BT-A42C-01A-11D-A23M-08	142	65	146	29	30
TCGA-BT-A42E-01A-11D-A23U-08	109	26	20	25	3
TCGA-BT-A42F-01A-11D-A23U-08	111	58	16	2	0
TCGA-C4-A0EZ-01A-21D-A10S-08	38	43	51	70	18
TCGA-C4-A0F0-01A-12D-A10S-08	16	6	48	33	0
TCGA-C4-A0F1-01A-11D-A10S-08	63	56	12	38	23
TCGA-C4-A0F6-01A-11D-A10S-08	120	34	0	61	14
TCGA-C4-A0F7-01A-11D-A10S-08	7	13	7	58	7
TCGA-CF-A1HR-01A-11D-A13W-08	156	83	19	22	7
TCGA-CF-A1HS-01A-11D-A13W-08	180	0	69	17	11
TCGA-CF-A27C-01A-11D-A16O-08	102	42	8	22	0
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	0	20	0
TCGA-CF-A3MG-01A-11D-A20D-08	76	37	12	30	0
TCGA-CF-A3MH-01A-11D-A20D-08	13	2	6	25	1
TCGA-CF-A3MI-01A-11D-A20D-08	24	11	2	34	6
TCGA-CF-A47S-01A-11D-A23U-08	0	5	3	20	2
TCGA-CF-A47T-01A-11D-A23U-08	1	7	6	11	6
TCGA-CF-A47V-01A-11D-A23U-08	39	17	44	21	0
TCGA-CF-A47W-01A-11D-A23U-08	0	5	12	12	4
TCGA-CF-A47X-01A-31D-A23U-08	193	114	7	48	10
TCGA-CF-A47Y-01A-11D-A23U-08	27	4	31	10	3
TCGA-CF-A5U8-01A-11D-A289-08	2	3	33	19	6
TCGA-CF-A5UA-01A-11D-A289-08	21	0	0	52	12
TCGA-CF-A7I0-01A-22D-A34U-08	13	16	14	15	3
TCGA-CF-A8HX-01A-11D-A364-08	20	28	6	15	6
TCGA-CF-A8HY-01A-11D-A364-08	22	0	35	26	7
TCGA-CF-A9FF-01A-11D-A38G-08	60	63	10	18	8
TCGA-CF-A9FH-01A-11D-A38G-08	1	2	6	19	11
TCGA-CF-A9FL-01A-11D-A38G-08	0	3	25	25	9
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	19	10	0
TCGA-CU-A0YN-01A-21D-A10S-08	5	21	109	48	1
TCGA-CU-A0YO-01A-11D-A10S-08	26	19	14	38	6
TCGA-CU-A0YR-01A-12D-A10S-08	5	13	121	21	3
TCGA-CU-A3KJ-01A-11D-A21A-08	125	55	43	41	3
TCGA-CU-A3QU-01A-11D-A22Z-08	36	30	15	27	14
TCGA-CU-A3YL-01A-11D-A22Z-08	151	79	0	27	8
TCGA-CU-A5W6-01A-11D-A289-08	96	80	29	31	0
TCGA-CU-A72E-01A-12D-A339-08	50	27	4	30	1
TCGA-DK-A1A3-01A-11D-A13W-08	207	348	117	19	20
TCGA-DK-A1A5-01A-11D-A13W-08	163	94	3	26	12
TCGA-DK-A1A6-01A-11D-A13W-08	134	30	87	13	0
TCGA-DK-A1A7-01A-11D-A13W-08	16	34	138	58	0
TCGA-DK-A1AA-01A-11D-A13W-08	9	4	58	15	9
TCGA-DK-A1AB-01A-11D-A13W-08	128	88	0	14	0
TCGA-DK-A1AC-01A-11D-A13W-08	425	1242	71	8	43
TCGA-DK-A1AD-01A-11D-A13W-08	80	51	81	29	19
TCGA-DK-A1AE-01A-11D-A13W-08	51	37	15	26	0
TCGA-DK-A1AF-01A-11D-A13W-08	55	30	13	0	6
TCGA-DK-A1AG-01A-11D-A13W-08	63	44	6	28	12
TCGA-DK-A2HX-01A-12D-A18F-08	22	42	18	25	4
TCGA-DK-A2I1-01A-11D-A17V-08	128	61	2	18	15
TCGA-DK-A2I2-01A-11D-A17V-08	20	32	40	14	0
TCGA-DK-A2I4-01A-11D-A21A-08	470	556	2	9	25
TCGA-DK-A2I6-01A-12D-A18F-08	41	114	153	19	20
TCGA-DK-A3IK-01A-32D-A21A-08	86	17	62	52	16
TCGA-DK-A3IL-01A-11D-A20D-08	20	6	118	39	21
TCGA-DK-A3IM-01A-11D-A20D-08	1	5	42	40	2
TCGA-DK-A3IN-01A-11D-A20D-08	226	140	33	23	11
TCGA-DK-A3IQ-01A-31D-A20D-08	84	68	11	30	10
TCGA-DK-A3IS-01A-21D-A21A-08	196	155	0	45	4
TCGA-DK-A3IT-01A-31D-A20D-08	334	58	43	15	15
TCGA-DK-A3IU-01A-11D-A20D-08	183	192	75	21	2
TCGA-DK-A3IV-01A-22D-A21A-08	20	21	18	16	6
TCGA-DK-A3WW-01A-22D-A23M-08	738	585	17	0	67
TCGA-DK-A3WX-01A-22D-A22Z-08	5	15	8	22	0
TCGA-DK-A3WY-01A-11D-A22Z-08	11	4	0	3	0
TCGA-DK-A3X1-01A-12D-A22Z-08	470	423	30	0	100
TCGA-DK-A3X2-01A-11D-A22Z-08	27	22	21	62	6
TCGA-DK-A6AV-01A-12D-A30E-08	37	40	30	32	2
TCGA-DK-A6AW-01A-11D-A30E-08	0	1	1	0	4534
TCGA-DK-A6B0-01A-11D-A31L-08	2	1	13	9	0
TCGA-DK-A6B1-01A-12D-A30E-08	26	56	30	45	8
TCGA-DK-A6B2-01A-11D-A30E-08	52	32	67	58	10
TCGA-DK-A6B5-01A-11D-A31L-08	59	39	51	5	0
TCGA-DK-A6B6-01A-11D-A30E-08	364	833	0	9	0
TCGA-DK-AA6L-01A-11D-A391-08	246	114	41	24	2
TCGA-DK-AA6M-01A-11D-A391-08	8	16	4	33	14
TCGA-DK-AA6P-01A-11D-A391-08	66	72	48	12	6
TCGA-DK-AA6Q-01A-11D-A391-08	57	25	30	17	5
TCGA-DK-AA6R-01A-11D-A42E-08	71	53	200	37	14
TCGA-DK-AA6S-01A-21D-A391-08	382	184	76	12	0
TCGA-DK-AA6T-01A-11D-A391-08	18	0	21	21	15
TCGA-DK-AA6U-01A-11D-A391-08	130	100	192	48	22
TCGA-DK-AA6W-01A-12D-A391-08	132	80	0	69	5
TCGA-DK-AA6X-01A-12D-A42E-08	60	23	10	16	7
TCGA-DK-AA71-01A-31D-A391-08	439	335	0	10	0
TCGA-DK-AA74-01A-11D-A391-08	123	54	32	9	7
TCGA-DK-AA75-01A-11D-A391-08	120	316	72	38	56
TCGA-DK-AA76-01A-11D-A391-08	96	58	73	28	23
TCGA-DK-AA77-01A-11D-A391-08	50	77	232	79	0
TCGA-E5-A2PC-01A-11D-A202-08	30	61	147	22	12
TCGA-E5-A4TZ-01A-11D-A31L-08	293	92	18	138	7
TCGA-E5-A4U1-01A-11D-A31L-08	385	190	61	43	9
TCGA-E7-A3X6-01A-12D-A22Z-08	47	33	10	11	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	11	13	93	55	0
TCGA-E7-A4IJ-01A-31D-A26M-08	157	87	124	13	26
TCGA-E7-A4XJ-01A-11D-A26M-08	0	4	0	38	6
TCGA-E7-A519-01A-11D-A26M-08	10	12	35	17	0
TCGA-E7-A541-01A-11D-A26M-08	181	116	162	43	5
TCGA-E7-A5KE-01A-11D-A289-08	36	69	67	76	11
TCGA-E7-A5KF-01A-11D-A289-08	105	100	35	0	6
TCGA-E7-A677-01A-11D-A30E-08	19	26	160	46	14
TCGA-E7-A678-01A-11D-A30E-08	4	2	28	22	3
TCGA-E7-A6MD-01A-41D-A34U-08	261	169	36	51	19
TCGA-E7-A6ME-01A-22D-A32B-08	15	0	95	31	0
TCGA-E7-A6MF-01A-12D-A32B-08	32	21	0	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	147	146	0	21	5
TCGA-E7-A7DV-01A-11D-A339-08	237	35	3	21	17
TCGA-E7-A7PW-01A-11D-A34U-08	27	25	15	20	11
TCGA-E7-A7XN-01A-11D-A34U-08	731	319	9	0	0
TCGA-E7-A85H-01A-11D-A34U-08	33	60	308	68	12
TCGA-E7-A8O7-01A-11D-A364-08	7	4	8	17	2
TCGA-E7-A8O8-01A-11D-A364-08	14	21	47	47	7
TCGA-E7-A97P-01A-11D-A38G-08	34	15	141	33	7
TCGA-E7-A97Q-01A-11D-A38G-08	12	9	23	15	2
TCGA-FD-A3B3-01A-12D-A202-08	63	42	37	34	7
TCGA-FD-A3B4-01A-12D-A202-08	4	0	30	27	18
TCGA-FD-A3B5-01A-11D-A20D-08	66	34	25	22	17
TCGA-FD-A3B6-01A-21D-A20D-08	139	59	51	34	9
TCGA-FD-A3B7-01A-31D-A20D-08	14	2	27	20	1
TCGA-FD-A3B8-01A-31D-A20D-08	19	6	0	6	3
TCGA-FD-A3N5-01A-11D-A21A-08	12	22	299	44	9
TCGA-FD-A3N6-01A-11D-A21A-08	13	30	0	56	26
TCGA-FD-A3NA-01A-11D-A21A-08	97	57	19	17	5
TCGA-FD-A3SJ-01A-12D-A22Z-08	109	40	87	39	0
TCGA-FD-A3SL-01A-21D-A22Z-08	58	8	137	43	18
TCGA-FD-A3SM-01A-11D-A22Z-08	100	59	19	30	1
TCGA-FD-A3SN-01A-12D-A22Z-08	84	291	67	28	44
TCGA-FD-A3SO-01A-11D-A22Z-08	201	188	6	13	19
TCGA-FD-A3SP-01A-31D-A22Z-08	35	38	9	47	10
TCGA-FD-A3SQ-01A-21D-A22Z-08	10	20	12	29	10
TCGA-FD-A3SR-01A-11D-A22Z-08	55	16	25	35	21
TCGA-FD-A3SS-01A-12D-A22Z-08	221	285	0	1	54
TCGA-FD-A43N-01A-11D-A23U-08	78	7	19	92	2
TCGA-FD-A43P-01A-31D-A23U-08	213	90	95	49	18
TCGA-FD-A43S-01A-21D-A23U-08	0	0	1	0	0
TCGA-FD-A43U-01A-11D-A23U-08	0	14	29	41	6
TCGA-FD-A43X-01A-11D-A23U-08	175	97	40	47	8
TCGA-FD-A43Y-01A-21D-A26M-08	4	5	49	14	0
TCGA-FD-A5BR-01A-11D-A26M-08	5	7	34	46	5
TCGA-FD-A5BS-01A-21D-A26M-08	3	15	10	2	4
TCGA-FD-A5BT-01A-11D-A26M-08	78	20	18	30	11
TCGA-FD-A5BU-01A-31D-A26M-08	7	3	18	38	0
TCGA-FD-A5BV-01A-11D-A26M-08	16	3	80	37	0
TCGA-FD-A5BX-01A-11D-A26M-08	220	144	8	13	3
TCGA-FD-A5BY-01A-31D-A289-08	13	13	6	22	2
TCGA-FD-A5BZ-01A-11D-A289-08	45	25	23	39	19
TCGA-FD-A5C0-01A-11D-A289-08	7	21	68	37	6
TCGA-FD-A5C1-01A-11D-A289-08	65	27	7	63	0
TCGA-FD-A62N-01A-11D-A30E-08	6	8	55	20	12
TCGA-FD-A62O-01A-11D-A30E-08	82	53	7	35	24
TCGA-FD-A62P-01A-32D-A30E-08	231	119	11	49	14
TCGA-FD-A62S-01A-11D-A30E-08	0	3	40	30	1
TCGA-FD-A6TA-01A-12D-A339-08	191	87	0	12	8
TCGA-FD-A6TB-01A-12D-A339-08	129	48	0	17	14
TCGA-FD-A6TC-01A-21D-A339-08	658	367	47	16	32
TCGA-FD-A6TD-01A-51D-A339-08	41	50	26	38	0
TCGA-FD-A6TE-01A-12D-A339-08	154	73	7	29	8
TCGA-FD-A6TF-01A-52D-A32B-08	80	18	28	33	0
TCGA-FD-A6TG-01A-11D-A32B-08	170	69	156	27	7
TCGA-FD-A6TH-01A-11D-A32B-08	47	51	39	32	13
TCGA-FD-A6TI-01A-11D-A32B-08	6	7	53	52	14
TCGA-FD-A6TK-01A-42D-A339-08	27	34	33	24	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	165	122	55	39	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	8	8	0	52	7
TCGA-FJ-A3ZE-01A-11D-A23M-08	50	0	364	40	38
TCGA-FJ-A3ZF-01A-11D-A23M-08	99	88	51	66	1
TCGA-FJ-A871-01A-11D-A34U-08	1	3	17	32	1
TCGA-FT-A3EE-01A-11D-A202-08	8	39	51	38	4
TCGA-FT-A61P-01A-11D-A30E-08	28	38	70	42	8
TCGA-G2-A2EC-01A-11D-A17V-08	79	50	34	17	7
TCGA-G2-A2EF-01A-12D-A18F-08	140	106	20	26	0
TCGA-G2-A2EJ-01A-11D-A17V-08	173	57	38	44	13
TCGA-G2-A2EK-01A-22D-A18F-08	24	9	0	39	0
TCGA-G2-A2EL-01A-12D-A18F-08	166	57	19	31	12
TCGA-G2-A2EO-01A-11D-A17V-08	642	381	0	2	0
TCGA-G2-A2ES-01A-11D-A17V-08	55	154	213	30	25
TCGA-G2-A3IB-01A-11D-A20D-08	14	20	43	13	14
TCGA-G2-A3IE-01A-11D-A20D-08	207	121	56	21	0
TCGA-G2-A3VY-01A-11D-A22Z-08	609	101	145	22	0
TCGA-G2-AA3B-01A-11D-A391-08	619	142	57	0	15
TCGA-G2-AA3C-01A-21D-A391-08	145	58	19	40	3
TCGA-G2-AA3D-01A-11D-A391-08	175	45	23	1	0
TCGA-G2-AA3F-01A-12D-A42E-08	43	20	52	30	4
TCGA-GC-A3BM-01A-11D-A22Z-08	21	26	2	73	11
TCGA-GC-A3I6-01A-11D-A20D-08	88	75	40	15	0
TCGA-GC-A3OO-01A-11D-A22Z-08	46	77	24	4	0
TCGA-GC-A3RB-01A-12D-A21Z-08	74	55	9	49	4
TCGA-GC-A3RC-01A-11D-A22Z-08	84	112	200	26	22
TCGA-GC-A3RD-01A-12D-A22Z-08	25	24	11	35	1
TCGA-GC-A3WC-01A-31D-A22Z-08	58	34	51	34	5
TCGA-GC-A3YS-01A-11D-A23M-08	123	61	35	47	21
TCGA-GC-A4ZW-01A-11D-A26M-08	520	132	60	35	9
TCGA-GC-A6I1-01A-12D-A31L-08	129	97	18	23	0
TCGA-GC-A6I3-01A-11D-A31L-08	123	25	62	37	18
TCGA-GD-A2C5-01A-12D-A17V-08	125	72	41	28	24
TCGA-GD-A3OP-01A-21D-A21Z-08	126	158	51	46	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	48	18	0	36	8
TCGA-GD-A3OS-01A-12D-A21Z-08	12	23	19	54	0
TCGA-GD-A6C6-01A-21D-A31L-08	157	75	45	40	10
TCGA-GD-A76B-01A-11D-A32B-08	77	52	32	28	9
TCGA-GU-A42P-01A-11D-A23U-08	115	114	39	30	23
TCGA-GU-A42Q-01A-11D-A23U-08	97	35	21	32	17
TCGA-GU-A42R-01A-11D-A23M-08	81	50	35	25	7
TCGA-GU-A762-01A-11D-A339-08	35	7	11	47	8
TCGA-GU-A763-01A-11D-A32B-08	20	2	30	18	0
TCGA-GU-A764-01A-11D-A34U-08	39	30	37	15	8
TCGA-GU-A766-01A-11D-A32B-08	114	72	18	7	15
TCGA-GU-A767-01A-11D-A32B-08	133	30	225	23	28
TCGA-GU-AATO-01A-11D-A391-08	190	126	6	35	0
TCGA-GU-AATP-01A-11D-A391-08	137	122	54	27	19
TCGA-GU-AATQ-01A-11D-A391-08	104	23	48	18	2
TCGA-GV-A3JV-01A-11D-A21Z-08	14	19	0	90	11
TCGA-GV-A3JW-01A-11D-A20D-08	33	14	11	27	7
TCGA-GV-A3JX-01A-11D-A20D-08	179	56	14	31	18
TCGA-GV-A3JZ-01A-11D-A21A-08	257	118	27	36	72
TCGA-GV-A3QF-01A-31D-A22Z-08	16	11	78	40	2
TCGA-GV-A3QG-01A-11D-A21Z-08	20	11	37	29	0
TCGA-GV-A3QH-01A-11D-A21Z-08	100	13	4	64	0
TCGA-GV-A3QI-01A-11D-A21Z-08	92	55	313	55	4
TCGA-GV-A3QK-01B-11D-A23M-08	42	40	25	48	12
TCGA-GV-A40E-01A-12D-A23M-08	113	0	33	37	5
TCGA-GV-A40G-01A-11D-A23M-08	19	40	28	78	3
TCGA-GV-A6ZA-01A-12D-A339-08	178	91	12	33	21
TCGA-H4-A2HO-01A-11D-A17V-08	20	12	15	51	0
TCGA-H4-A2HQ-01A-11D-A17V-08	220	122	132	17	22
TCGA-HQ-A2OE-01A-11D-A202-08	48	25	36	38	7
TCGA-HQ-A2OF-01A-11D-A26M-08	2	12	0	91	7
TCGA-HQ-A5ND-01A-11D-A26M-08	13	10	18	36	13
TCGA-HQ-A5NE-01A-12D-A289-08	211	154	22	27	9
TCGA-K4-A3WS-01A-11D-A22Z-08	119	48	150	0	3
TCGA-K4-A3WU-01B-11D-A23M-08	100	17	7	63	16
TCGA-K4-A3WV-01A-11D-A22Z-08	1	6	9	45	8
TCGA-K4-A4AB-01B-12D-A289-08	10	17	33	44	5
TCGA-K4-A4AC-01A-21D-A26M-08	44	27	39	34	22
TCGA-K4-A54R-01A-11D-A26M-08	639	373	9	0	69
TCGA-K4-A5RH-01A-11D-A30E-08	50	84	25	23	10
TCGA-K4-A5RI-01A-11D-A289-08	30	25	39	51	5
TCGA-K4-A5RJ-01A-11D-A289-08	216	129	59	18	10
TCGA-K4-A6FZ-01A-11D-A31L-08	123	100	218	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	152	110	54	57	0
TCGA-K4-A83P-01A-11D-A34U-08	96	74	72	33	2
TCGA-K4-AAQO-01A-11D-A38G-08	106	55	77	39	5
TCGA-KQ-A41N-01A-11D-A339-08	25	34	140	27	17
TCGA-KQ-A41O-01A-12D-A34U-08	178	35	3	60	16
TCGA-KQ-A41P-01A-12D-A339-08	191	116	6	25	19
TCGA-KQ-A41Q-01A-11D-A339-08	62	37	8	50	19
TCGA-KQ-A41R-01A-21D-A34U-08	91	426	306	74	21
TCGA-KQ-A41S-01A-12D-A339-08	131	83	18	18	11
TCGA-LC-A66R-01A-41D-A30E-08	49	24	24	24	24
TCGA-LT-A5Z6-01A-11D-A289-08	332	233	59	1	0
TCGA-LT-A8JT-01A-11D-A364-08	19	20	10	31	3
TCGA-MV-A51V-01A-11D-A26M-08	1568	183	91	0	75
TCGA-PQ-A6FI-01A-11D-A31L-08	63	31	37	36	6
TCGA-PQ-A6FN-01A-11D-A31L-08	18	22	22	19	0
TCGA-R3-A69X-01A-22D-A30E-08	145	42	16	32	4
TCGA-S5-A6DX-01A-11D-A31L-08	456	228	0	53	53
TCGA-S5-AA26-01A-11D-A38G-08	152	59	0	40	10
TCGA-SY-A9G0-01A-12D-A38G-08	20	6	1	31	0
TCGA-SY-A9G5-01A-11D-A38G-08	753	372	0	4	9
TCGA-UY-A78K-01A-11D-A339-08	207	79	545	22	53
TCGA-UY-A78L-01A-12D-A339-08	109	85	27	18	6
TCGA-UY-A78M-01A-21D-A34U-08	53	35	0	62	0
TCGA-UY-A78N-01A-12D-A339-08	0	32	172	42	7
TCGA-UY-A78O-01A-12D-A339-08	84	31	0	80	14
TCGA-UY-A78P-01A-12D-A364-08	204	84	11	12	13
TCGA-UY-A8OB-01A-12D-A42E-08	78	7	256	10	19
TCGA-UY-A8OC-01A-11D-A364-08	34	31	3	23	10
TCGA-UY-A8OD-01A-11D-A364-08	22	21	24	37	0
TCGA-UY-A9PA-01A-11D-A38G-08	27	31	111	16	0
TCGA-UY-A9PB-01A-11D-A38G-08	228	149	223	60	0
TCGA-UY-A9PD-01A-11D-A38G-08	53	66	137	75	8
TCGA-UY-A9PE-01A-11D-A38G-08	84	45	53	41	21
TCGA-UY-A9PF-01A-11D-A38G-08	11	463	94	11	14
TCGA-UY-A9PH-01A-11D-A38G-08	208	175	1	31	25
TCGA-XF-A8HB-01A-11D-A364-08	18	1	0	50	17
TCGA-XF-A8HC-01A-11D-A364-08	34	84	21	44	1
TCGA-XF-A8HD-01A-11D-A364-08	351	111	11	48	36
TCGA-XF-A8HE-01A-11D-A364-08	218	202	33	0	8
TCGA-XF-A8HF-01A-11D-A364-08	30	19	101	26	3
TCGA-XF-A8HG-01A-11D-A364-08	65	88	80	79	7
TCGA-XF-A8HH-01A-11D-A38G-08	53	36	0	37	12
TCGA-XF-A8HI-01A-11D-A38G-08	40	32	0	20	0
TCGA-XF-A9SG-01A-12D-A42E-08	84	81	15	32	9
TCGA-XF-A9SH-01A-11D-A391-08	22	6	1	20	1
TCGA-XF-A9SI-01A-11D-A391-08	261	128	0	2	0
TCGA-XF-A9SJ-01A-11D-A391-08	96	162	41	29	0
TCGA-XF-A9SK-01A-11D-A42E-08	77	35	16	25	18
TCGA-XF-A9SL-01A-11D-A391-08	62	4	20	3	0
TCGA-XF-A9SM-01A-11D-A42E-08	163	89	24	0	0
TCGA-XF-A9SP-01A-11D-A391-08	147	70	46	54	27
TCGA-XF-A9ST-01A-11D-A42E-08	208	88	268	46	11
TCGA-XF-A9SU-01A-31D-A391-08	7	2	4	36	8
TCGA-XF-A9SV-01A-21D-A42E-08	12	10	21	35	4
TCGA-XF-A9SW-01A-11D-A42E-08	11	24	13	22	4
TCGA-XF-A9SX-01A-21D-A391-08	12	12	67	16	6
TCGA-XF-A9SY-01A-21D-A42E-08	132	37	243	0	47
TCGA-XF-A9SZ-01A-11D-A391-08	61	57	78	22	2
TCGA-XF-A9T0-01A-11D-A391-08	52	610	259	36	21
TCGA-XF-A9T2-01A-11D-A42E-08	39	20	14	25	0
TCGA-XF-A9T3-01A-11D-A42E-08	35	54	344	44	13
TCGA-XF-A9T4-01A-11D-A391-08	12	5	1	23	3
TCGA-XF-A9T5-01A-11D-A42E-08	504	259	30	7	0
TCGA-XF-A9T6-01A-11D-A42E-08	0	111	172	41	25
TCGA-XF-A9T8-01A-11D-A391-08	584	211	0	46	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	18	2	0
TCGA-XF-AAMF-01A-21D-A42E-08	36	18	5	25	2
TCGA-XF-AAMG-01A-11D-A42E-08	666	186	112	80	58
TCGA-XF-AAMH-01A-11D-A42E-08	2	3	23	32	3
TCGA-XF-AAMJ-01A-11D-A42E-08	3	0	0	37	2
TCGA-XF-AAML-01A-11D-A42E-08	228	237	66	22	32
TCGA-XF-AAMQ-01A-11D-A42E-08	112	82	3	33	13
TCGA-XF-AAMR-01A-31D-A42E-08	35	38	8	18	7
TCGA-XF-AAMT-01A-11D-A42E-08	29	5	49	23	2
TCGA-XF-AAMW-01A-11D-A42E-08	1	0	27	2	3
TCGA-XF-AAMX-01A-11D-A42E-08	114	44	140	43	26
TCGA-XF-AAMY-01A-11D-A42E-08	50	37	0	45	0
TCGA-XF-AAMZ-01A-11D-A42E-08	139	33	16	68	24
TCGA-XF-AAN0-01A-11D-A42E-08	255	120	34	17	27
TCGA-XF-AAN1-01A-31D-A42E-08	19	8	27	41	5
TCGA-XF-AAN2-01A-11D-A42E-08	311	182	33	17	3
TCGA-XF-AAN3-01A-11D-A42E-08	92	58	10	17	2
TCGA-XF-AAN4-01A-11D-A42E-08	20	0	10	4	1
TCGA-XF-AAN5-01A-11D-A42E-08	242	23	29	39	15
TCGA-XF-AAN7-01A-11D-A42E-08	4	26	65	57	0
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	2	0
TCGA-YC-A89H-01A-11D-A364-08	9	1752	246	53	22
TCGA-YC-A8S6-01A-31D-A38G-08	50	18	10	14	17
TCGA-YC-A9TC-01A-22D-A391-08	55	13	17	34	4
TCGA-YF-AA3L-01A-11D-A38G-08	77	26	172	61	10
TCGA-YF-AA3M-01A-11D-A42E-08	32	24	77	57	0
TCGA-ZF-A9R0-01A-11D-A38G-08	133	56	2	34	0
TCGA-ZF-A9R1-01A-11D-A391-08	32	22	9	33	0
TCGA-ZF-A9R2-01A-11D-A391-08	68	21	55	15	0
TCGA-ZF-A9R3-01A-11D-A38G-08	39	13	4	36	4
TCGA-ZF-A9R4-01A-11D-A38G-08	145	101	6	32	0
TCGA-ZF-A9R5-01A-12D-A42E-08	1	0	51	40	6
TCGA-ZF-A9R7-01A-11D-A38G-08	532	216	0	49	24
TCGA-ZF-A9R9-01A-11D-A38G-08	82	67	11	45	20
TCGA-ZF-A9RC-01A-11D-A38G-08	130	763	264	21	0
TCGA-ZF-A9RD-01A-11D-A42E-08	77	49	44	24	10
TCGA-ZF-A9RE-01A-11D-A38G-08	4	0	6	45	10
TCGA-ZF-A9RF-01A-11D-A38G-08	92	46	85	45	11
TCGA-ZF-A9RG-01A-21D-A42E-08	98	146	28	4	12
TCGA-ZF-A9RL-01A-11D-A38G-08	169	17	111	53	23
TCGA-ZF-A9RM-01A-11D-A38G-08	3	5	52	25	5
TCGA-ZF-A9RN-01A-11D-A42E-08	91	22	60	39	16
TCGA-ZF-AA4N-01A-11D-A38G-08	59	43	41	25	13
TCGA-ZF-AA4R-01A-11D-A38G-08	22	9	21	12	1
TCGA-ZF-AA4T-01A-11D-A38G-08	6	14	44	43	0
TCGA-ZF-AA4U-01A-11D-A38G-08	3	5	26	40	1
